"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10333","Check spelling on link 25 of 65: https://www.teenvoice.com/reports/what-exactly-are-teens-doing-on-social-media-anyway-general","chromium","Fri Jan 24 09:57:27 EST 2025","failed","Fri Jan 24 09:57:37 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","3930","Check spelling on link 13 of 65: https://www.teenvoice.com/reports/teens-online-implications-for-higher-ed","chromium","Fri Jan 24 09:58:27 EST 2025","failed","Fri Jan 24 09:58:31 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","4016","Check spelling on link 63 of 65: https://www.teenvoice.com/legal/commercial-terms-and-conditions","chromium","Fri Jan 24 09:58:38 EST 2025","failed","Fri Jan 24 09:58:42 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","11839","Check spelling on link 30 of 65: https://www.teenvoice.com/reports/the-top-three-concerns-teens-face-in-planning-for-their-future-edtech","chromium","Fri Jan 24 09:58:46 EST 2025","failed","Fri Jan 24 09:58:58 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","12032","Extract and save distinct links in batches","chromium","Fri Jan 24 09:55:18 EST 2025","passed","Fri Jan 24 09:55:30 EST 2025","","listurls.spec.js","",""
"","5857","Check spelling on link 35 of 65: https://www.teenvoice.com/reports/how-teens-cope-with-stress-and-anxiety-non-profit","chromium","Fri Jan 24 09:55:23 EST 2025","failed","Fri Jan 24 09:55:29 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","9895","Check spelling on link 42 of 65: https://www.teenvoice.com/insights/what-teens-can-t-wait-to-read-watch-and-stream-in-2025","chromium","Fri Jan 24 09:57:07 EST 2025","failed","Fri Jan 24 09:57:17 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","4507","Check spelling on link 49 of 65: https://www.teenvoice.com/insights/what-teens-say-social-media-is-doing-to-their-mental-health","chromium","Fri Jan 24 09:58:39 EST 2025","failed","Fri Jan 24 09:58:43 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","3182","Check spelling on link 16 of 65: https://www.teenvoice.com/reports/digital-teen-life-trends-and-impacts","chromium","Fri Jan 24 09:59:14 EST 2025","failed","Fri Jan 24 09:59:18 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","10571","Check spelling on link 39 of 65: https://www.teenvoice.com/reports/how-teens-explore-and-choose-careers-higher-ed","chromium","Fri Jan 24 09:56:28 EST 2025","failed","Fri Jan 24 09:56:39 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","15822","Check spelling on link 7 of 65: https://www.teenvoice.com/cart","chromium","Fri Jan 24 09:56:51 EST 2025","passed","Fri Jan 24 09:57:07 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","4955","Check spelling on link 65 of 65: https://www.teenvoice.com/#faq","chromium","Fri Jan 24 09:59:03 EST 2025","failed","Fri Jan 24 09:59:08 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","2","Check spelling on link 10 of 15: https://www.teenvoice.com/insights/making-the-grade-teens-top-priority","chromium","Fri Jan 24 09:54:31 EST 2025","failed","Fri Jan 24 09:54:31 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","10104","Check spelling on link 37 of 65: https://www.teenvoice.com/reports/how-teens-explore-and-choose-careers","chromium","Fri Jan 24 09:55:53 EST 2025","failed","Fri Jan 24 09:56:04 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","11424","Check spelling on link 9 of 15: https://www.teenvoice.com/insights/four-tips-for-reaching-teens-through-their-hobbies","chromium","Fri Jan 24 09:54:12 EST 2025","failed","Fri Jan 24 09:54:23 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","9346","Check spelling on link 4 of 65: https://www.teenvoice.com/insights","chromium","Fri Jan 24 09:56:13 EST 2025","failed","Fri Jan 24 09:56:22 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","11060","Check spelling on link 64 of 65: https://www.teenvoice.com/research/builder","chromium","Fri Jan 24 09:58:46 EST 2025","passed","Fri Jan 24 09:58:57 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","4","Check spelling on link 15 of 15: https://www.teenvoice.com/#faq","chromium","Fri Jan 24 09:54:27 EST 2025","failed","Fri Jan 24 09:54:27 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","4863","Check spelling on link 6 of 65: https://www.teenvoice.com/login","chromium","Fri Jan 24 09:56:45 EST 2025","passed","Fri Jan 24 09:56:50 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","10112","Check spelling on link 46 of 65: https://www.teenvoice.com/insights/what-teens-resolve-to-do-in-2025-big-ambitions-relatable-struggles","chromium","Fri Jan 24 09:57:58 EST 2025","failed","Fri Jan 24 09:58:08 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","10248","Check spelling on link 29 of 65: https://www.teenvoice.com/reports/the-top-three-concerns-teens-face-in-planning-for-their-future-general","chromium","Fri Jan 24 09:58:26 EST 2025","failed","Fri Jan 24 09:58:36 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","3","Check spelling on link 6 of 15: https://www.teenvoice.com/insights/teen-voice-article-presidential-election-has-teens-on-edge","chromium","Fri Jan 24 09:54:31 EST 2025","failed","Fri Jan 24 09:54:31 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","9093","Check spelling on link 61 of 65: https://www.teenvoice.com/insights/saving-to-spend-teens-and-their-money","chromium","Fri Jan 24 09:58:04 EST 2025","failed","Fri Jan 24 09:58:13 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","2919","Check spelling on link 17 of 65: https://www.teenvoice.com/reports/future-focus-teens-on-education-and-careers","chromium","Fri Jan 24 09:59:20 EST 2025","failed","Fri Jan 24 09:59:23 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","4015","Check spelling on link 5 of 65: https://www.teenvoice.com/about-us","chromium","Fri Jan 24 09:56:31 EST 2025","failed","Fri Jan 24 09:56:35 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","2","Check spelling on link 4 of 15: https://www.teenvoice.com/insights/teen-voice-article-1-where-do-teens-get-their-political-information-the-answer-may-surprise-you","chromium","Fri Jan 24 09:54:31 EST 2025","failed","Fri Jan 24 09:54:31 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","3","Check spelling on link 7 of 15: https://www.teenvoice.com/insights/how-teens-can-help-share-your-message","chromium","Fri Jan 24 09:54:31 EST 2025","failed","Fri Jan 24 09:54:31 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","5903","Check spelling on link 10 of 65: https://www.teenvoice.com/reports/understanding-student-needs-inside-and-outside-the-classroom","chromium","Fri Jan 24 09:57:32 EST 2025","failed","Fri Jan 24 09:57:38 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","3872","Check spelling on link 38 of 65: https://www.teenvoice.com/reports/how-teens-explore-and-choose-careers-ed-tech","chromium","Fri Jan 24 09:56:13 EST 2025","failed","Fri Jan 24 09:56:17 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","16028","Check spelling on link 1 of 15: https://www.teenvoice.com/insights/teen-voice-article-cringey-or-cool-what-teens-really-think-about-trendiness-in-ads","chromium","Fri Jan 24 09:53:44 EST 2025","failed","Fri Jan 24 09:54:00 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","11315","Check spelling on link 51 of 65: https://www.teenvoice.com/insights/teen-voice-article-cringey-or-cool-what-teens-really-think-about-trendiness-in-ads","chromium","Fri Jan 24 09:59:02 EST 2025","failed","Fri Jan 24 09:59:14 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","5490","Check spelling on link 41 of 65: https://www.teenvoice.com/insights/How-teens-really-feel-about-a-potential-tiktok-ban","chromium","Fri Jan 24 09:56:51 EST 2025","failed","Fri Jan 24 09:56:57 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","3183","Check spelling on link 34 of 65: https://www.teenvoice.com/reports/how-teens-cope-with-stress-and-anxiety-edtech","chromium","Fri Jan 24 09:59:40 EST 2025","failed","Fri Jan 24 09:59:43 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","4190","Check spelling on link 27 of 65: https://www.teenvoice.com/reports/what-exactly-are-teens-doing-on-social-media-anyway-non-profit","chromium","Fri Jan 24 09:57:57 EST 2025","failed","Fri Jan 24 09:58:01 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","5550","Check spelling on link 11 of 65: https://www.teenvoice.com/reports/navigating-student-goals-in-a-digital-world","chromium","Fri Jan 24 09:57:48 EST 2025","failed","Fri Jan 24 09:57:53 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","4528","Check spelling on link 24 of 65: https://www.teenvoice.com/reports/today-s-stressors-for-teens-and-the-impact-on-their-wellness","chromium","Fri Jan 24 09:57:13 EST 2025","failed","Fri Jan 24 09:57:17 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","10453","Check spelling on link 22 of 65: https://www.teenvoice.com/reports/post-secondary-stress-and-the-effects-on-student-wellness","chromium","Fri Jan 24 09:56:30 EST 2025","failed","Fri Jan 24 09:56:41 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","3448","Check spelling on link 9 of 65: https://www.teenvoice.com/reports/understanding-today-s-teens","chromium","Fri Jan 24 09:57:26 EST 2025","failed","Fri Jan 24 09:57:29 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","2","Check spelling on link 3 of 15: https://www.teenvoice.com/insights/teen-voice-article-where-teens-talk-politics","chromium","Fri Jan 24 09:54:31 EST 2025","failed","Fri Jan 24 09:54:31 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","7822","Check spelling on link 12 of 65: https://www.teenvoice.com/reports/teen-perspectives-in-the-digital-age-essential-insights-for-mission-driven-organizations","chromium","Fri Jan 24 09:58:04 EST 2025","failed","Fri Jan 24 09:58:12 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","14369","Check spelling on link 52 of 65: https://www.teenvoice.com/insights/teen-voice-article-teens-and-social-media-its-complicated","chromium","Fri Jan 24 09:55:35 EST 2025","failed","Fri Jan 24 09:55:49 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","12855","Check spelling on link 47 of 65: https://www.teenvoice.com/insights/teen-survey-design-part-1-planning-your-approach","chromium","Fri Jan 24 09:58:12 EST 2025","failed","Fri Jan 24 09:58:25 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","10996","Check spelling on link 14 of 65: https://www.teenvoice.com/reports/digital-youth-strategic-insights-for-nonprofits","chromium","Fri Jan 24 09:58:41 EST 2025","failed","Fri Jan 24 09:58:52 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","4553","Check spelling on link 48 of 65: https://www.teenvoice.com/insights/three-ways-adults-completely-misunderstand-teens-digital-lives","chromium","Fri Jan 24 09:58:30 EST 2025","failed","Fri Jan 24 09:58:35 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","3","Check spelling on link 2 of 15: https://www.teenvoice.com/insights/teen-voice-article-teens-and-social-media-its-complicated","chromium","Fri Jan 24 09:54:31 EST 2025","failed","Fri Jan 24 09:54:31 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","5866","Check spelling on link 31 of 65: https://www.teenvoice.com/reports/the-top-three-concerns-teens-face-in-planning-for-their-future-non-profit","chromium","Fri Jan 24 09:59:10 EST 2025","failed","Fri Jan 24 09:59:16 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","9811","Check spelling on link 26 of 65: https://www.teenvoice.com/reports/what-exactly-are-teens-doing-on-social-media-anyway-edtech","chromium","Fri Jan 24 09:57:42 EST 2025","failed","Fri Jan 24 09:57:52 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","2","Check spelling on link 8 of 15: https://www.teenvoice.com/insights/youll-be-surprised-by-these-facts-about-teens-and-ai","chromium","Fri Jan 24 09:54:31 EST 2025","failed","Fri Jan 24 09:54:31 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","4367","Check spelling on link 58 of 65: https://www.teenvoice.com/insights/youll-be-surprised-by-these-facts-about-teens-and-ai","chromium","Fri Jan 24 09:57:28 EST 2025","failed","Fri Jan 24 09:57:33 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","6543","Check spelling on link 33 of 65: https://www.teenvoice.com/reports/how-teens-cope-with-stress-and-anxiety-general","chromium","Fri Jan 24 09:59:32 EST 2025","failed","Fri Jan 24 09:59:38 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","14659","Check spelling on link 8 of 65: https://www.teenvoice.com/login#sign-up","chromium","Fri Jan 24 09:57:07 EST 2025","failed","Fri Jan 24 09:57:21 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","11975","Check spelling on link 15 of 65: https://www.teenvoice.com/reports/technology-s-role-in-the-student-experience","chromium","Fri Jan 24 09:58:58 EST 2025","failed","Fri Jan 24 09:59:10 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","3921","Check spelling on link 54 of 65: https://www.teenvoice.com/insights/teen-voice-article-1-where-do-teens-get-their-political-information-the-answer-may-surprise-you","chromium","Fri Jan 24 09:56:14 EST 2025","failed","Fri Jan 24 09:56:17 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","2","Check spelling on link 11 of 15: https://www.teenvoice.com/insights/saving-to-spend-teens-and-their-money","chromium","Fri Jan 24 09:54:31 EST 2025","failed","Fri Jan 24 09:54:31 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","5633","Check spelling on link 44 of 65: https://www.teenvoice.com/insights/what-makes-gen-z-open-their-wallets","chromium","Fri Jan 24 09:57:30 EST 2025","failed","Fri Jan 24 09:57:35 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","11154","Check spelling on link 53 of 65: https://www.teenvoice.com/insights/teen-voice-article-where-teens-talk-politics","chromium","Fri Jan 24 09:55:53 EST 2025","failed","Fri Jan 24 09:56:05 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","9168","Check spelling on link 55 of 65: https://www.teenvoice.com/insights/teen-voice-article-teens-tune-into-politics-even-before-they-can-vote","chromium","Fri Jan 24 09:56:30 EST 2025","failed","Fri Jan 24 09:56:39 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","12474","Check spelling on link 18 of 65: https://www.teenvoice.com/reports/student-insights-on-careers-education","chromium","Fri Jan 24 09:55:18 EST 2025","failed","Fri Jan 24 09:55:30 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","2","Check spelling on link 12 of 15: https://www.teenvoice.com/insights/how-teens-are-using-and-not-using-generative-ai","chromium","Fri Jan 24 09:54:31 EST 2025","failed","Fri Jan 24 09:54:31 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","3865","Check spelling on link 62 of 65: https://www.teenvoice.com/insights/how-teens-are-using-and-not-using-generative-ai","chromium","Fri Jan 24 09:58:24 EST 2025","failed","Fri Jan 24 09:58:28 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","3479","Check spelling on link 40 of 65: https://www.teenvoice.com/reports/how-teens-explore-and-choose-careers-non-profit","chromium","Fri Jan 24 09:56:44 EST 2025","failed","Fri Jan 24 09:56:47 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","9259","Check spelling on link 21 of 65: https://www.teenvoice.com/reports/equipping-nonprofits-to-support-teen-wellness","chromium","Fri Jan 24 09:56:12 EST 2025","failed","Fri Jan 24 09:56:21 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","12943","Check spelling on link 56 of 65: https://www.teenvoice.com/insights/teen-voice-article-presidential-election-has-teens-on-edge","chromium","Fri Jan 24 09:56:49 EST 2025","failed","Fri Jan 24 09:57:02 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","3718","Check spelling on link 59 of 65: https://www.teenvoice.com/insights/four-tips-for-reaching-teens-through-their-hobbies","chromium","Fri Jan 24 09:57:42 EST 2025","failed","Fri Jan 24 09:57:46 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","5907","Check spelling on link 2 of 65: https://www.teenvoice.com/","chromium","Fri Jan 24 09:55:40 EST 2025","failed","Fri Jan 24 09:55:46 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","15608","Check spelling on link 23 of 65: https://www.teenvoice.com/reports/student-wellness-in-a-digital-era","chromium","Fri Jan 24 09:56:50 EST 2025","failed","Fri Jan 24 09:57:05 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","2702","Check spelling on link 32 of 65: https://www.teenvoice.com/reports/the-top-three-concerns-teens-face-in-planning-for-their-future-highered","chromium","Fri Jan 24 09:59:24 EST 2025","failed","Fri Jan 24 09:59:27 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","14983","Check spelling on link 5 of 15: https://www.teenvoice.com/insights/teen-voice-article-teens-tune-into-politics-even-before-they-can-vote","chromium","Fri Jan 24 09:53:44 EST 2025","failed","Fri Jan 24 09:53:59 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","3624","Check spelling on link 50 of 65: https://www.teenvoice.com/insights/teen-voice-article-chasing-the-dream-career-can-teens-balance-passion-and-practicality","chromium","Fri Jan 24 09:58:47 EST 2025","failed","Fri Jan 24 09:58:50 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","8491","Check spelling on link 28 of 65: https://www.teenvoice.com/reports/what-exactly-are-teens-doing-on-social-media-anyway-highered","chromium","Fri Jan 24 09:58:05 EST 2025","failed","Fri Jan 24 09:58:13 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","2","Check spelling on link 14 of 15: https://www.teenvoice.com/research/builder","chromium","Fri Jan 24 09:54:27 EST 2025","failed","Fri Jan 24 09:54:27 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
"","9909","Check spelling on link 57 of 65: https://www.teenvoice.com/insights/how-teens-can-help-share-your-message","chromium","Fri Jan 24 09:57:10 EST 2025","failed","Fri Jan 24 09:57:20 EST 2025","Spell Check for All Links","mainTest.spec.js","",""
